customer_id,risk_score,risk_tier,decision,top_risk_factors,age,country_risk,occupation,annual_income,account_type,document_status,address_verified,pep_flag,sanctions_flag,adverse_media_flag,customer_tenure_years,digital_risk_score,fraud_history_flag,monthly_txn_count
C5346,0.85,LOW,APPROVE,No significant risk flags identified,26,Low,Self Employed,4003794,Savings,Complete,1,0,0,0,2,10,0,380
C5347,15.2,LOW,APPROVE,No significant risk flags identified,28,Low,Salaried,698495,NRI,Partial,0,0,0,0,9,65,0,343
C5348,3.92,LOW,APPROVE,No significant risk flags identified,36,Low,Business,4331503,Savings,Complete,1,0,0,0,10,65,0,33
C5349,24.46,LOW,APPROVE,No significant risk flags identified,69,Low,Salaried,4871652,NRI,Complete,1,0,0,0,13,24,1,44
C5350,18.05,LOW,APPROVE,No significant risk flags identified,41,Medium,Self Employed,3583781,Savings,Missing,0,0,0,0,1,22,0,318
C5351,30.27,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Unusual income level, Fraud history present",20,Low,Business,4710340,Savings,Missing,1,0,0,0,10,3,1,156
C5352,37.14,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",47,Low,Business,4126045,Current,Missing,0,0,0,0,4,64,1,466
C5353,28.8,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Unusual income level",20,Medium,Salaried,4772442,Corporate,Complete,1,0,0,0,2,35,1,358
C5354,5.19,LOW,APPROVE,No significant risk flags identified,61,Low,Business,3644245,Savings,Complete,1,0,0,0,9,50,0,258
C5355,30.66,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",63,Low,Salaried,2633379,Current,Complete,1,0,0,1,7,9,1,118
C5356,32.82,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",67,Medium,Salaried,3923073,Current,Partial,1,0,0,0,14,53,1,201
C5357,8.91,LOW,APPROVE,No significant risk flags identified,58,High,Salaried,4458913,Current,Complete,1,0,0,0,8,27,0,487
C5358,29.62,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",60,Low,Salaried,238507,NRI,Complete,0,0,0,0,5,45,1,83
C5359,10.95,LOW,APPROVE,No significant risk flags identified,59,Low,Salaried,2862658,Current,Complete,0,0,0,0,5,96,0,203
C5360,35.06,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",55,Low,Self Employed,4456477,Savings,Missing,0,0,0,0,10,30,1,434
C5361,10.03,LOW,APPROVE,No significant risk flags identified,66,Low,Salaried,1244562,Savings,Partial,1,0,0,0,6,65,0,59
C5362,16.57,LOW,APPROVE,No significant risk flags identified,60,Low,Salaried,4419886,Savings,Partial,1,1,0,0,7,8,0,154
C5363,2.32,LOW,APPROVE,No significant risk flags identified,57,Low,Self Employed,4722022,NRI,Complete,1,0,0,0,1,22,0,3
C5364,5.14,LOW,APPROVE,No significant risk flags identified,45,Low,Student,2176155,Savings,Complete,1,0,0,0,2,85,0,35
C5365,29.17,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",29,Medium,Business,1931725,Current,Complete,1,0,0,0,1,94,1,22
C5366,35.97,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",61,High,Student,1654051,Corporate,Complete,1,0,0,0,11,88,1,431
C5367,11.94,LOW,APPROVE,No significant risk flags identified,20,High,Self Employed,3056104,Corporate,Complete,1,0,0,0,11,30,0,165
C5368,44.0,HIGH,EDD,"Overall weighted risk score elevated, Address not verified, Fraud history present",58,High,Student,3355621,Savings,Missing,0,0,0,0,0,46,1,304
C5369,9.0,LOW,APPROVE,No significant risk flags identified,60,Medium,Cash Business,265308,Savings,Complete,1,0,0,0,2,20,0,231
C5370,28.4,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",59,High,Self Employed,1403127,NRI,Partial,1,1,0,0,14,71,0,77
C5371,37.99,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",42,Medium,Business,4220153,Current,Partial,0,0,0,0,1,87,1,433
C5372,12.57,LOW,APPROVE,No significant risk flags identified,54,High,Student,1835942,Savings,Partial,1,0,0,0,8,17,0,379
C5373,29.79,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",35,Low,Business,1667724,Savings,Partial,1,0,0,0,0,74,1,222
C5374,29.45,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Unusual income level, Fraud history present",69,Low,Self Employed,4913148,NRI,Partial,1,0,0,0,4,38,1,314
C5375,30.2,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",59,Low,Salaried,1598748,Savings,Missing,1,0,0,0,7,36,1,23
C5376,35.69,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",41,Low,Cash Business,1313750,Savings,Complete,0,0,0,1,5,9,1,77
C5377,45.48,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Short customer tenure",19,Low,Salaried,737340,NRI,Partial,1,1,0,0,15,85,1,385
C5378,26.59,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",42,Low,Salaried,4026323,Current,Partial,1,0,0,0,15,39,1,383
C5379,6.11,LOW,APPROVE,No significant risk flags identified,19,Low,Self Employed,518354,Savings,Complete,1,0,0,0,1,55,0,159
C5380,26.08,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",33,Low,Business,3338555,Corporate,Partial,1,0,0,0,1,15,1,224
C5381,18.52,LOW,APPROVE,No significant risk flags identified,35,Low,Business,2653109,Savings,Missing,0,0,0,0,11,87,0,299
C5382,31.71,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",28,Medium,Salaried,1366337,Savings,Partial,1,0,0,0,7,57,1,409
C5383,52.03,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",38,High,Cash Business,285852,NRI,Partial,1,1,0,0,9,86,1,94
C5384,25.67,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",26,High,Business,2206209,Corporate,Complete,0,0,0,1,5,76,0,93
C5385,37.1,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",33,High,Cash Business,3308355,Savings,Complete,0,0,0,0,14,50,1,130
C5386,30.16,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",75,Low,Salaried,412337,Savings,Partial,1,0,0,0,9,64,1,50
C5387,7.7,LOW,APPROVE,No significant risk flags identified,61,Medium,Business,3139047,Savings,Complete,1,0,0,0,11,33,0,264
C5388,24.79,LOW,APPROVE,No significant risk flags identified,45,Low,Salaried,593981,Savings,Complete,1,0,0,0,7,43,1,497
C5389,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",66,Low,Self Employed,3857851,Current,Complete,1,0,1,0,8,91,0,185
C5390,31.38,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",72,Medium,Salaried,248139,Savings,Complete,1,0,0,0,13,48,1,382
C5391,31.25,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",32,Medium,Self Employed,1410440,Current,Complete,0,0,0,0,6,31,1,475
C5392,36.9,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",39,Medium,Self Employed,3937684,Current,Complete,1,1,0,0,4,20,1,301
C5393,29.05,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",40,Low,Student,1915764,Savings,Partial,1,0,0,0,13,75,1,400
C5394,32.99,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",21,Medium,Self Employed,2357519,Savings,Partial,1,0,0,0,4,88,1,189
C5395,14.76,LOW,APPROVE,No significant risk flags identified,61,Medium,Business,4290998,Current,Complete,0,0,0,0,3,66,0,483
C5396,37.62,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",62,Low,Cash Business,1889222,Savings,Complete,1,0,0,1,9,91,1,116
C5397,10.64,LOW,APPROVE,No significant risk flags identified,51,Medium,Self Employed,4529036,NRI,Complete,0,0,0,0,11,16,0,312
C5398,38.04,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",66,Low,Business,3313272,Corporate,Missing,1,0,0,0,0,100,1,54
C5399,30.36,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",65,Low,Self Employed,4450458,Savings,Missing,1,0,0,0,13,5,1,105
C5400,33.66,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",22,Low,Cash Business,340147,Savings,Complete,1,0,0,1,7,11,1,409
C5401,31.08,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",19,Low,Business,2739212,Corporate,Partial,1,0,0,0,8,63,1,312
C5402,35.26,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",19,Low,Cash Business,869470,Current,Complete,1,0,0,1,5,41,1,264
C5403,14.52,LOW,APPROVE,No significant risk flags identified,42,Low,Salaried,4171156,Corporate,Complete,1,0,0,1,6,87,0,470
C5404,26.02,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",64,Low,Business,2304141,NRI,Complete,1,0,0,0,2,47,1,171
C5405,1.85,LOW,APPROVE,No significant risk flags identified,39,Low,Salaried,1346830,Savings,Complete,1,0,0,0,3,28,0,89
C5406,27.7,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",60,Low,Salaried,612255,Savings,Complete,0,0,0,0,7,33,1,167
C5407,14.48,LOW,APPROVE,No significant risk flags identified,33,Medium,Cash Business,2959054,Corporate,Partial,1,0,0,0,1,62,0,296
C5408,30.68,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",53,Low,Business,1536584,Savings,Partial,1,0,0,0,12,98,1,468
C5409,36.77,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",72,High,Cash Business,546880,Current,Complete,1,0,0,0,9,75,1,262
C5410,9.07,LOW,APPROVE,No significant risk flags identified,61,Low,Business,386129,Savings,Partial,1,0,0,0,6,18,0,291
C5411,26.39,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",40,Low,Self Employed,1712540,NRI,Partial,1,0,0,0,8,14,1,354
C5412,31.38,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Unusual income level",65,Low,Self Employed,4947867,Savings,Complete,1,0,0,1,0,4,1,267
C5413,32.64,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",68,High,Self Employed,1532502,Corporate,Complete,1,0,0,0,11,33,1,381
C5414,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",27,High,Salaried,432750,Savings,Complete,1,1,1,0,11,32,1,175
C5415,27.86,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",42,High,Self Employed,2898606,Savings,Complete,1,0,0,0,13,10,1,281
C5416,25.47,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",67,Low,Salaried,1232439,NRI,Complete,1,0,0,0,7,34,1,201
C5417,13.4,LOW,APPROVE,No significant risk flags identified,37,Low,Salaried,1143320,Savings,Complete,1,1,0,0,3,5,0,477
C5418,34.36,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",20,Medium,Salaried,1032986,Corporate,Complete,0,0,0,0,5,33,1,346
C5419,20.85,LOW,APPROVE,No significant risk flags identified,38,Low,Salaried,2567323,Current,Missing,1,0,0,1,10,74,0,401
C5420,35.34,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",29,Medium,Business,468412,Savings,Partial,1,0,0,0,12,94,1,391
C5421,32.89,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",60,Low,Self Employed,2703642,Savings,Complete,1,0,0,1,11,74,1,456
C5422,11.86,LOW,APPROVE,No significant risk flags identified,59,Medium,Cash Business,527926,Savings,Complete,1,0,0,0,11,69,0,443
C5423,4.92,LOW,APPROVE,No significant risk flags identified,33,Low,Student,3171617,Current,Complete,1,0,0,0,3,78,0,292
C5424,31.56,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",24,Low,Salaried,2022429,NRI,Complete,1,0,0,1,13,40,1,123
C5425,32.72,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",25,Medium,Salaried,1677740,Savings,Partial,1,0,0,0,4,80,1,265
C5426,33.17,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",45,High,Salaried,1606440,Savings,Complete,0,0,0,0,5,15,1,163
C5427,33.56,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",52,High,Cash Business,3024764,Corporate,Complete,1,0,0,0,11,58,1,90
C5428,34.97,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",62,High,Business,459632,Current,Complete,1,0,0,0,13,99,1,5
C5429,30.1,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",38,Low,Student,1746089,Current,Partial,1,0,0,0,15,93,1,343
C5430,23.62,LOW,APPROVE,No significant risk flags identified,51,High,Salaried,4556049,Savings,Missing,1,0,0,1,5,6,0,440
C5431,11.65,LOW,APPROVE,No significant risk flags identified,42,Low,Salaried,946889,NRI,Missing,1,0,0,0,15,24,0,435
C5432,25.96,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",57,Low,Business,2107689,Current,Complete,1,0,0,0,4,96,1,158
C5433,29.0,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",48,Low,Self Employed,4765706,Savings,Partial,1,0,0,0,11,80,1,367
C5434,32.49,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",60,Low,Self Employed,442682,NRI,Partial,1,0,0,0,15,96,1,290
C5435,17.47,LOW,APPROVE,No significant risk flags identified,69,Low,Business,993279,Current,Partial,0,0,0,0,9,96,0,268
C5436,10.62,LOW,APPROVE,No significant risk flags identified,18,Low,Student,3811922,NRI,Partial,1,0,0,0,1,55,0,460
C5437,25.86,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",23,Low,Self Employed,1753892,NRI,Partial,1,0,0,0,4,4,1,410
C5438,24.53,LOW,APPROVE,No significant risk flags identified,23,Low,Student,4684350,Current,Complete,1,0,0,0,10,75,1,50
C5439,45.79,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",67,Low,Student,2751337,Corporate,Partial,0,0,0,1,14,91,1,344
C5440,7.09,LOW,APPROVE,No significant risk flags identified,55,Low,Salaried,4122413,NRI,Complete,1,0,0,0,10,99,0,228
C5441,32.67,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",64,High,Salaried,1457493,Corporate,Complete,1,0,0,0,15,40,1,147
C5442,27.38,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",59,Medium,Cash Business,997481,Corporate,Complete,1,0,0,0,15,13,1,36
C5443,32.9,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",64,Low,Salaried,2898339,Corporate,Complete,0,0,0,0,3,76,1,378
C5444,6.85,LOW,APPROVE,No significant risk flags identified,36,Medium,Student,4325443,NRI,Complete,1,0,0,0,11,39,0,20
C5445,26.96,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",56,Low,Business,471600,Savings,Missing,1,1,0,0,0,99,0,4
C5446,9.35,LOW,APPROVE,No significant risk flags identified,73,Medium,Student,4271736,Savings,Complete,1,0,0,0,15,61,0,308
C5447,27.77,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",38,Low,Business,4584866,NRI,Partial,1,0,0,0,15,43,1,334
C5448,23.95,LOW,APPROVE,No significant risk flags identified,64,Low,Student,2164225,Corporate,Complete,1,0,0,0,9,8,1,381
C5449,27.92,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",72,Low,Cash Business,3648595,Savings,Complete,1,0,0,0,8,63,1,199
C5450,8.15,LOW,APPROVE,No significant risk flags identified,19,Low,Salaried,4246947,Savings,Partial,1,0,0,0,0,17,0,216
C5451,19.49,LOW,APPROVE,No significant risk flags identified,40,Medium,Cash Business,715904,Current,Complete,1,0,0,1,13,75,0,404
C5452,52.92,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Short customer tenure",63,High,Salaried,1275276,NRI,Partial,0,0,0,1,15,82,1,482
C5453,9.75,LOW,APPROVE,No significant risk flags identified,54,Low,Salaried,3505901,Corporate,Complete,0,0,0,0,10,61,0,123
C5454,29.86,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",69,High,Cash Business,2048480,NRI,Complete,1,1,0,0,2,87,0,499
C5455,5.16,LOW,APPROVE,No significant risk flags identified,68,Low,Salaried,2256828,Current,Complete,1,0,0,0,6,50,0,140
C5456,9.87,LOW,APPROVE,No significant risk flags identified,56,Medium,Cash Business,3283813,Savings,Complete,1,0,0,0,7,69,0,280
C5457,19.2,LOW,APPROVE,No significant risk flags identified,71,Medium,Salaried,296985,Corporate,Partial,1,0,0,0,2,95,0,338
C5458,21.29,LOW,APPROVE,No significant risk flags identified,20,High,Cash Business,2234704,Savings,Complete,0,0,0,0,7,88,0,9
C5459,23.74,LOW,APPROVE,No significant risk flags identified,53,Low,Cash Business,2323648,Corporate,Complete,1,0,0,0,10,7,1,281
C5460,4.89,LOW,APPROVE,No significant risk flags identified,68,Low,Business,2857292,Current,Complete,1,0,0,0,6,42,0,397
C5461,32.03,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",32,Medium,Self Employed,1477598,Corporate,Complete,0,0,0,0,10,34,1,276
C5462,7.71,LOW,APPROVE,No significant risk flags identified,36,Medium,Salaried,1479586,Current,Complete,1,0,0,0,15,68,0,73
C5463,50.43,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",43,Medium,Salaried,3783346,Savings,Partial,1,1,0,1,15,45,1,332
C5464,26.83,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",44,Low,Business,931078,Savings,Complete,0,0,0,0,14,18,1,265
C5465,11.61,LOW,APPROVE,No significant risk flags identified,36,Low,Self Employed,2099301,Corporate,Partial,0,0,0,0,9,26,0,37
C5466,3.09,LOW,APPROVE,No significant risk flags identified,45,Low,Salaried,3114528,Savings,Complete,1,0,0,0,5,50,0,105
C5467,22.69,LOW,APPROVE,No significant risk flags identified,27,High,Salaried,3803155,Current,Complete,1,1,0,0,3,57,0,384
C5468,21.04,LOW,APPROVE,No significant risk flags identified,57,Low,Student,2885301,Savings,Complete,1,0,0,0,15,13,1,279
C5469,32.23,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",64,Low,Business,548839,Current,Complete,0,0,0,0,1,48,1,489
C5470,30.32,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",23,Medium,Self Employed,360394,Savings,Partial,1,0,0,0,7,22,1,205
C5471,17.18,LOW,APPROVE,No significant risk flags identified,40,Low,Salaried,1113000,Current,Complete,0,0,0,1,15,63,0,167
C5472,3.93,LOW,APPROVE,No significant risk flags identified,57,Medium,Salaried,787013,Savings,Complete,1,0,0,0,8,5,0,39
C5473,24.86,LOW,APPROVE,No significant risk flags identified,37,Medium,Business,766398,Savings,Complete,1,0,0,0,2,10,1,220
C5474,7.16,LOW,APPROVE,No significant risk flags identified,24,Medium,Student,1836866,Savings,Complete,1,0,0,0,3,60,0,43
C5475,8.67,LOW,APPROVE,No significant risk flags identified,55,Medium,Salaried,1766067,Savings,Partial,1,0,0,0,9,14,0,219
C5476,32.98,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",19,Medium,Self Employed,1449974,Savings,Complete,1,0,0,0,0,97,1,365
C5477,50.37,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, High transaction volume",43,High,Salaried,822617,Corporate,Complete,0,1,0,0,3,87,1,47
C5478,14.17,LOW,APPROVE,No significant risk flags identified,36,High,Salaried,4618066,Savings,Complete,0,0,0,0,9,33,0,338
C5479,7.04,LOW,APPROVE,No significant risk flags identified,30,Medium,Cash Business,2043159,Savings,Complete,1,0,0,0,7,22,0,169
C5480,28.62,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",39,Low,Business,337615,Corporate,Complete,1,0,0,0,6,90,1,284
C5481,28.22,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",37,Low,Salaried,1860328,Current,Complete,0,0,0,0,3,52,1,72
C5482,34.47,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",45,Low,Self Employed,3484911,NRI,Complete,1,1,0,0,11,19,1,436
C5483,8.01,LOW,APPROVE,No significant risk flags identified,62,Low,Student,2319541,Current,Complete,0,0,0,0,6,14,0,152
C5484,15.38,LOW,APPROVE,No significant risk flags identified,19,Low,Cash Business,571481,Corporate,Complete,0,0,0,0,14,60,0,386
C5485,3.58,LOW,APPROVE,No significant risk flags identified,57,Low,Self Employed,4965056,Current,Complete,1,0,0,0,12,59,0,76
C5486,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, High transaction volume",58,Medium,Cash Business,1891810,Current,Complete,1,0,1,0,5,91,0,33
C5487,9.48,LOW,APPROVE,No significant risk flags identified,41,Medium,Business,1662353,Corporate,Partial,1,0,0,0,1,7,0,353
C5488,31.99,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Short customer tenure, Fraud history present",20,Low,Cash Business,3287067,Corporate,Partial,1,0,0,0,15,45,1,362
C5489,10.98,LOW,APPROVE,No significant risk flags identified,20,Medium,Business,3473426,Savings,Complete,1,0,0,0,3,88,0,267
C5490,31.4,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Unusual income level, Fraud history present",28,Low,Salaried,4841737,NRI,Complete,0,0,0,0,9,90,1,5
C5491,45.46,HIGH,EDD,"Overall weighted risk score elevated, Address not verified, Fraud history present",55,High,Salaried,3979677,Current,Missing,0,0,0,0,1,90,1,83
C5492,18.64,LOW,APPROVE,No significant risk flags identified,59,Low,Business,4205248,Savings,Missing,1,0,0,1,13,40,0,377
C5493,41.91,HIGH,EDD,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",58,High,Salaried,1756955,Current,Partial,1,0,0,1,0,23,1,350
C5494,8.65,LOW,APPROVE,No significant risk flags identified,71,Low,Business,1944095,Savings,Complete,0,0,0,0,9,27,0,23
C5495,21.92,LOW,APPROVE,No significant risk flags identified,49,Low,Business,2200273,Savings,Complete,1,0,0,0,11,25,1,347
C5496,32.2,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Fraud history present, Multiple compliance flags triggered",49,Low,Student,1472197,Savings,Partial,0,0,0,0,3,48,1,178
C5497,13.01,LOW,APPROVE,No significant risk flags identified,42,High,Student,910612,Savings,Partial,1,0,0,0,5,13,0,424
C5498,15.8,LOW,APPROVE,No significant risk flags identified,64,Medium,Business,1475655,Corporate,Partial,1,0,0,0,0,71,0,25
C5499,85.0,HIGH,REJECT,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",62,Low,Cash Business,3204965,Savings,Missing,1,0,1,0,9,21,0,390
C5500,11.82,LOW,APPROVE,No significant risk flags identified,39,Medium,Self Employed,360515,Current,Complete,1,0,0,0,13,90,0,398
C5501,8.69,LOW,APPROVE,No significant risk flags identified,51,Medium,Business,4373962,Current,Complete,1,0,0,0,5,85,0,145
C5502,18.7,LOW,APPROVE,No significant risk flags identified,45,High,Cash Business,2553214,Savings,Complete,0,0,0,0,8,75,0,191
C5503,26.67,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",62,Low,Salaried,4040011,Savings,Complete,1,0,0,0,7,76,1,162
C5504,5.23,LOW,APPROVE,No significant risk flags identified,44,Low,Self Employed,874262,Savings,Complete,1,0,0,0,12,67,0,400
C5505,5.57,LOW,APPROVE,No significant risk flags identified,56,Low,Self Employed,4575033,Current,Partial,1,0,0,0,6,25,0,122
C5506,21.38,LOW,APPROVE,No significant risk flags identified,44,High,Student,1621789,Savings,Complete,0,0,0,1,8,22,0,38
C5507,8.1,LOW,APPROVE,No significant risk flags identified,20,Low,Salaried,2763824,Corporate,Complete,1,0,0,0,8,81,0,250
C5508,32.03,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",34,Low,Salaried,1403484,Savings,Complete,1,0,0,1,11,60,1,227
C5509,5.0,LOW,APPROVE,No significant risk flags identified,47,Low,Salaried,3496310,Current,Complete,1,0,0,0,8,83,0,27
C5510,5.96,LOW,APPROVE,No significant risk flags identified,49,Low,Self Employed,1152285,Current,Complete,1,0,0,0,2,81,0,480
C5511,29.64,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",35,Low,Business,3424829,Current,Complete,1,0,0,1,10,25,1,183
C5512,26.0,MEDIUM,MANUAL_REVIEW,"Overall weighted risk score elevated, Multiple compliance flags triggered, Fraud history present",58,Low,Business,4478653,Savings,Complete,1,0,0,0,11,99,1,108
C5513,23.12,LOW,APPROVE,No significant risk flags identified,56,Low,Salaried,2480654,NRI,Complete,1,0,0,0,12,32,1,188
C5514,4.36,LOW,APPROVE,No significant risk flags identified,37,Low,Self Employed,3626805,Savings,Complete,1,0,0,0,13,68,0,386
